@relation Pulsar_Feature_Data_Type_6
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute Feature_15 numeric
@attribute Feature_16 numeric
@attribute Feature_17 numeric
@attribute Feature_18 numeric
@attribute Feature_19 numeric
@attribute Feature_20 numeric
@attribute class {0,1,2}
@data
105.43918879794592,34.81562200057764,0.64091523062507,2.999965982775474,4.9731636,0.55617476,0.737705903258671,0.30015370463164537,0.2151762712941084,0.14214175185644565,-0.3166940138360127,-1.0084107149648813,0.17068485851918086,0.14475696370172492,1.632520131355678,4.059343847775194,47.576362204485356,29.306795113034152,0.05054613702000202,-1.2339760570632967,0,%/usr/src/app/PulsarFeatureLab/Data/IO/1222697776_DM106.85_ACCEL_0_2_23_29_01.45_-10_35_14.03_8577.99ms_Cand_rfi.pfd
19.439267094649395,37.83110112790925,5.311899765657869,27.72625393618159,49.398266,17.023054,0.7582301777919424,-0.6690853550664837,0.7969783832836072,0.18564959248173177,-2.6111649508205854,7.75466957004941,0.8257942326119128,0.05310328864591472,-0.7025649619964046,-0.16942272159563032,49.637810769348576,24.759615998506728,0.004589172191101176,-0.7464438003865812,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1252780888_100_bins_PSR_0152-1637.pfd
18.18808199226157,29.34228539923202,5.972780846625737,41.45065223740317,31.696558,10.691088,0.632813129945887,-0.8541382878630457,0.7179793103088743,0.07111136671676592,-2.051028547817395,4.795786283258072,0.6697716962118456,0.0787967302217217,-0.591322615359726,-0.374506184841894,49.641593098999955,24.75138882693106,0.007109563095125316,-0.7563406788735434,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1255197408_100_bins_PSR_0459-0210.pfd
21.22497781504873,33.50944234920476,4.928435748454679,26.392961286010472,19.536982,9.97172,1.0080046130377358,-0.01749195278819604,0.6288298612107428,0.14226525991343733,-0.07328453268261065,-0.7760081792257427,0.635532115110715,0.07569241239174013,-0.6454806403349908,-0.22201265419959704,63.29670555606886,27.73646944941322,0.5976574186441985,-0.7794129730580339,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1253471952_100_bins_PSR_0255-5304.pfd
125.23524447122634,56.134362050023924,0.2229079772063587,-0.6216367448361071,11.638162,0.4708962,-0.9323500327291592,0.026974980798526893,0.2114757857992023,0.1690232851080658,0.058747599377539456,-0.5844300664122941,0.180508212537476,0.21259525842995097,-0.017456567184899085,-0.3139929597882456,50.040016795317,28.42321390118317,0.019428020518538806,-1.166645575344718,0,%/usr/src/app/PulsarFeatureLab/Data/IO/1222697776_DM13.36_ACCEL_0_5_23_40_05.66_-13_34_55.98_591.37ms_Cand_noise.pfd
89.58174363355785,48.4446505060987,1.1788897000809406,2.1990474951218184,6.3838625,1.0415499,0.5775721247545433,-0.475129473762395,0.24557082776424885,0.09786188942598621,0.29275146998551704,-0.41424876112816467,0.2200571923781589,0.09503722553974074,-1.4319839206473817,2.8250537497993466,47.67179038646872,27.33291907433837,0.07145656830772441,-1.0385114275399896,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1252177744_100_bins_PSR_0151-0635.pfd
24.10863128259143,28.805247892957368,5.8820714970090355,41.4163908926057,26.94988,5.6278524,0.5874539163045516,-0.8389770182657368,0.4360563880324174,0.1297189968983776,-0.09540441239077253,-0.9301901127719643,0.3906387031999134,0.12027370376026593,-0.0529580678928215,-0.36995226959552374,47.80278524499236,26.565446325901135,0.0805551541059782,-0.9536043954878441,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1253991112_100_bins_PSR_0206-4028.pfd
19.659448914180896,33.71258916374586,6.212422938671684,38.92028743782727,33.78987,11.8825655,0.6139388470617142,-0.9493679705790381,0.7868883245856111,0.06691804191818253,-0.8309005284173321,-0.322551914444245,0.770521671609615,0.0403411973640893,0.04819999983836385,-0.9897646915402789,51.54462076437605,24.67525889451714,0.13313381803356525,-0.7286102199011202,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1255803168_100_bins_PSR_0401-7608.pfd
130.37194427538753,48.5719656104399,0.03110721286401433,-0.28624231198914396,3.4748905,0.32001108,0.5444939189157489,-0.33239528639955696,0.16970626278252404,0.09649221205835012,0.4103571193662487,-0.7962143365852485,0.16034302263897418,0.08038131311036988,0.4063090998871781,0.35617007376255305,48.45058998307626,28.231337237194516,0.06120559028326374,-1.1489337808022277,0,%/usr/src/app/PulsarFeatureLab/Data/IO/1222697776_DM116.10_ACCEL_0_6_23_42_17.97_-12_35_31.39_3956.39ms_Cand_rfi.pfd
14.60760000762955,33.37521977816117,5.2251889142177985,29.534224184342584,80.282196,26.19628,0.5178206724750178,-0.9728259342130663,0.893477352431569,0.028687594940150146,-1.1385033438906254,0.7918283562790687,0.8729508030732867,0.04630670543612602,-1.661349783499672,3.460011989977854,49.58874503986989,24.792250514998546,0.01200259694803683,-0.7790806796208449,1,%/usr/src/app/PulsarFeatureLab/Data/IO/1255197408_100_bins_PSR_J0450-1248.pfd
